env,method,seed,episode,sample_return,greedy_return,baseline,critic_samples
delayed_lever,learned_agent_time_cf,6,400,1.8203125,2.0,1.7747246112149848,128
delayed_lever,learned_acct,6,1,0.63671875,2.0,0.04,128
delayed_lever,learned_acct,6,20,0.68359375,2.0,0.2708394216088504,128
delayed_lever,learned_acct,6,40,0.8359375,2.0,0.5057691138971738,128
delayed_lever,learned_acct,6,60,0.98046875,2.0,0.6033272589324488,128
delayed_lever,learned_acct,6,80,1.2109375,2.0,0.7515698631374319,128
delayed_lever,learned_acct,6,100,1.375,2.0,0.9304816669664656,128
delayed_lever,learned_acct,6,120,1.53515625,2.0,1.0979104860695414,128
delayed_lever,learned_acct,6,140,1.54296875,2.0,1.1899137779831563,128
delayed_lever,learned_acct,6,160,1.6875,2.0,1.3586385004097727,128
delayed_lever,learned_acct,6,180,1.6015625,2.0,1.4029772080934186,128
delayed_lever,learned_acct,6,200,1.6796875,2.0,1.4485653142566777,128
delayed_lever,learned_acct,6,220,1.68359375,2.0,1.5241364276770344,128
delayed_lever,learned_acct,6,240,1.84375,2.0,1.6014481837100587,128
delayed_lever,learned_acct,6,260,1.8828125,2.0,1.624932252401189,128
delayed_lever,learned_acct,6,280,1.86328125,2.0,1.632598416341044,128
delayed_lever,learned_acct,6,300,1.83984375,2.0,1.6795399881515758,128
delayed_lever,learned_acct,6,320,1.859375,2.0,1.7247028232264006,128
delayed_lever,learned_acct,6,340,1.859375,2.0,1.7926796101842735,128
delayed_lever,learned_acct,6,360,1.90234375,2.0,1.8025092039783621,128
delayed_lever,learned_acct,6,380,1.9140625,2.0,1.84813528645895,128
delayed_lever,learned_acct,6,400,1.83984375,2.0,1.8397521450180732,128
delayed_lever,learned_agent_time_cf,7,1,0.53515625,2.0,0.04,128
delayed_lever,learned_agent_time_cf,7,20,0.67578125,2.0,0.18178441294853825,128
delayed_lever,learned_agent_time_cf,7,40,0.671875,2.0,0.3092444986019306,128
delayed_lever,learned_agent_time_cf,7,60,0.87890625,2.0,0.4912410404423351,128
delayed_lever,learned_agent_time_cf,7,80,0.9140625,2.0,0.6686037840134008,128
delayed_lever,learned_agent_time_cf,7,100,1.05859375,2.0,0.9090767529609698,128
delayed_lever,learned_agent_time_cf,7,120,1.15234375,2.0,1.0179818698312706,128
delayed_lever,learned_agent_time_cf,7,140,1.2734375,2.0,0.9971704733992638,128
delayed_lever,learned_agent_time_cf,7,160,1.37890625,2.0,1.203240337027665,128
delayed_lever,learned_agent_time_cf,7,180,1.37890625,2.0,1.1638556434914298,128
delayed_lever,learned_agent_time_cf,7,200,1.4453125,2.0,1.3591823126351348,128
delayed_lever,learned_agent_time_cf,7,220,1.51953125,2.0,1.435571399997092,128
delayed_lever,learned_agent_time_cf,7,240,1.57421875,2.0,1.470860255639471,128
delayed_lever,learned_agent_time_cf,7,260,1.71875,2.0,1.4588486765233974,128
delayed_lever,learned_agent_time_cf,7,280,1.72265625,2.0,1.4683410889665771,128
delayed_lever,learned_agent_time_cf,7,300,1.78125,2.0,1.5784339690507092,128
delayed_lever,learned_agent_time_cf,7,320,1.6875,2.0,1.6793153136168513,128
delayed_lever,learned_agent_time_cf,7,340,1.71875,2.0,1.6990410616048468,128
delayed_lever,learned_agent_time_cf,7,360,1.81640625,2.0,1.6946174731208252,128
delayed_lever,learned_agent_time_cf,7,380,1.7265625,2.0,1.7579643262940436,128
delayed_lever,learned_agent_time_cf,7,400,1.80078125,2.0,1.7807739520910562,128
delayed_lever,learned_acct,7,1,0.54296875,2.0,0.04,128
delayed_lever,learned_acct,7,20,0.6796875,2.0,0.18178441294853825,128
delayed_lever,learned_acct,7,40,0.671875,2.0,0.3092444986019306,128
delayed_lever,learned_acct,7,60,0.89453125,2.0,0.4912410404423351,128
delayed_lever,learned_acct,7,80,0.953125,2.0,0.6686037840134008,128
delayed_lever,learned_acct,7,100,1.08203125,2.0,0.9445500792472079,128
delayed_lever,learned_acct,7,120,1.21875,2.0,1.041664145244633,128
delayed_lever,learned_acct,7,140,1.28125,2.0,1.0417063730708795,128
delayed_lever,learned_acct,7,160,1.4375,2.0,1.232972858677721,128
